CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
7.020999999999999,c++  node.js,cybersecurity,Cybersecurity Analyst,26.0,Female,Mumbai,10th,Civil,Student,communication  teamwork,Tamil,unknown,Field Work,Creative,Unknown,Unknown,teamwork,Yes,c++  node.js cybersecurity communication  teamwork unknown teamwork
9.306,html/css,software development,Full Stack Developer,22.0,Female,Amalapuram,M.Tech,EEE,Working Professional,creativity  teamwork,"Tamil, Telugu",python,Hybrid,Analytical,Internship at XYZ,Top Performer,programming,No,html/css software development creativity  teamwork python programming
8.387,html/css  node.js,management,Project Manager,23.0,Male,Delhi,B.Sc,ECE,Graduate,communication  creativity  leadership,"Telugu, Marathi",unknown,Office,Creative,Part-time Job,Published Paper,programming,Yes,html/css  node.js management communication  creativity  leadership unknown programming
8.732,data analysis  java  react,software development,Backend Developer,21.0,Female,Mumbai,M.Sc,IT,Graduate,problem solving  teamwork  time management,English,python,Hybrid,Technical,Research Assistant,Published Paper,teamwork,No,data analysis  java  react software development problem solving  teamwork  time management python teamwork
8.324,react  node.js  c++,cybersecurity,Cybersecurity Analyst,30.0,Female,Bangalore,B.Sc,CSE,Student,communication,"English, Kannada",data science  azure,Office,Social,Part-time Job,Hackathon Winner,data analysis,No,react  node.js  c++ cybersecurity communication data science  azure data analysis
9.617,sql  react  python,ai/ml,Machine Learning Engineer,19.0,Other,Vizag,MCA,EEE,Student,creativity  communication,"English, Hindi",full stack development,Hybrid,Technical,Unknown,Top Performer,data analysis,Yes,sql  react  python ai/ml creativity  communication full stack development data analysis
9.826,sql,ai/ml,AI Researcher,21.0,Female,Bangalore,M.Sc,CSE,Graduate,time management,"English, Telugu",aws  azure,Office,Technical,Research Assistant,Published Paper,problem solving,No,sql ai/ml time management aws  azure problem solving
9.386,javascript  react,data science,Data Analyst,29.0,Other,Delhi,B.Tech,Civil,Student,teamwork  time management  communication,"Telugu, Marathi",azure,Hybrid,Technical,Unknown,Hackathon Winner,project management,Yes,javascript  react data science teamwork  time management  communication azure project management
5.8740000000000006,c++  node.js  data analysis,marketing,Marketing Executive,19.0,Male,Mumbai,12th,ECE,Working Professional,leadership,"Marathi, Telugu",unknown,Hybrid,Social,Unknown,Hackathon Winner,data analysis,No,c++  node.js  data analysis marketing leadership unknown data analysis
6.920999999999999,javascript,software development,Full Stack Developer,30.0,Female,Delhi,MCA,Civil,Working Professional,teamwork  leadership  time management,Marathi,data science,Remote,Analytical,Freelance Project,Awarded Best Project,teamwork,Yes,javascript software development teamwork  leadership  time management data science teamwork
8.788,html/css  python  javascript,design,Graphic Designer,25.0,Female,Hyderabad,MCA,EEE,Graduate,leadership  communication  problem solving,Telugu,aws,Office,Analytical,Internship at XYZ,Published Paper,programming,No,html/css  python  javascript design leadership  communication  problem solving aws programming
8.84,c++  node.js,marketing,Digital Marketing Specialist,20.0,Female,Mumbai,MBA,Commerce,Student,teamwork  problem solving  leadership,English,full stack development,Field Work,Creative,Freelance Project,Employee of the Month,problem solving,Yes,c++  node.js marketing teamwork  problem solving  leadership full stack development problem solving
6.571,javascript  java  html/css,marketing,Digital Marketing Specialist,26.0,Other,Vizag,B.Tech,BBA,Graduate,communication,"Marathi, Hindi",azure,Remote,Analytical,Internship at XYZ,Hackathon Winner,project management,Yes,javascript  java  html/css marketing communication azure project management
6.118,python  javascript  node.js,ai/ml,Machine Learning Engineer,18.0,Other,Chennai,M.Sc,Mechanical,Graduate,communication  teamwork,"Tamil, Telugu",unknown,Hybrid,Analytical,Unknown,Published Paper,problem solving,No,python  javascript  node.js ai/ml communication  teamwork unknown problem solving
9.455,javascript  node.js  html/css,marketing,Marketing Executive,19.0,Female,Chennai,M.Tech,BBA,Graduate,leadership  time management  problem solving,"Marathi, Hindi",azure  gcp,Field Work,Analytical,Unknown,Awarded Best Project,problem solving,No,javascript  node.js  html/css marketing leadership  time management  problem solving azure  gcp problem solving
9.051,sql  javascript,marketing,SEO Analyst,21.0,Male,Pune,B.Sc,EEE,Student,time management  creativity,"Kannada, Marathi",python,Hybrid,Technical,Freelance Project,Employee of the Month,project management,Yes,sql  javascript marketing time management  creativity python project management
7.243,html/css,marketing,Digital Marketing Specialist,28.0,Male,Bangalore,MCA,CSE,Working Professional,communication,"Kannada, Tamil",data science,Field Work,Social,Research Assistant,Employee of the Month,problem solving,Yes,html/css marketing communication data science problem solving
9.073,javascript,design,UI/UX Designer,29.0,Female,Mumbai,MCA,IT,Student,time management  communication  leadership,"Kannada, Hindi",unknown,Office,Technical,Part-time Job,Unknown,project management,Yes,javascript design time management  communication  leadership unknown project management
7.870999999999999,javascript  node.js,management,Project Manager,22.0,Male,Pune,10th,ECE,Student,communication  teamwork  creativity,"English, Marathi",full stack development,Field Work,Technical,Freelance Project,Published Paper,problem solving,Yes,javascript  node.js management communication  teamwork  creativity full stack development problem solving
9.674,react,ai/ml,Deep Learning Engineer,30.0,Female,Hyderabad,M.Tech,BBA,Student,leadership  time management,"Kannada, Telugu",aws  full stack development,Remote,Social,Research Assistant,Employee of the Month,project management,No,react ai/ml leadership  time management aws  full stack development project management
9.865,java,data science,Data Scientist,21.0,Female,Delhi,10th,IT,Student,time management  leadership  teamwork,"Tamil, Marathi",azure  full stack development,Remote,Creative,Internship at XYZ,Employee of the Month,teamwork,No,java data science time management  leadership  teamwork azure  full stack development teamwork
6.0520000000000005,html/css  python  c++,marketing,SEO Analyst,30.0,Male,Delhi,M.Sc,Commerce,Graduate,teamwork  problem solving,Hindi,unknown,Hybrid,Creative,Freelance Project,Unknown,project management,No,html/css  python  c++ marketing teamwork  problem solving unknown project management
9.225,javascript  c++,marketing,Digital Marketing Specialist,30.0,Female,Pune,MBA,BBA,Student,teamwork  creativity,"Hindi, English",unknown,Hybrid,Creative,Research Assistant,Employee of the Month,project management,Yes,javascript  c++ marketing teamwork  creativity unknown project management
7.061,react,ai/ml,Deep Learning Engineer,21.0,Other,Delhi,M.Tech,Commerce,Graduate,problem solving  time management,"Tamil, Hindi",azure  python,Remote,Technical,Unknown,Hackathon Winner,data analysis,No,react ai/ml problem solving  time management azure  python data analysis
8.865,java,cybersecurity,Security Engineer,23.0,Other,Pune,MCA,EEE,Student,communication  time management  leadership,Telugu,unknown,Field Work,Creative,Research Assistant,Hackathon Winner,programming,Yes,java cybersecurity communication  time management  leadership unknown programming
5.234,react,ai/ml,Machine Learning Engineer,18.0,Male,Delhi,MCA,BBA,Graduate,problem solving,Marathi,data science,Hybrid,Creative,Freelance Project,Top Performer,programming,No,react ai/ml problem solving data science programming
9.911,java  c++,ai/ml,Machine Learning Engineer,27.0,Other,Mumbai,12th,ECE,Student,communication  teamwork,Tamil,unknown,Office,Technical,Research Assistant,Hackathon Winner,project management,No,java  c++ ai/ml communication  teamwork unknown project management
9.929,c++  sql,marketing,Marketing Executive,19.0,Male,Hyderabad,M.Sc,Civil,Graduate,creativity,"Telugu, English",python,Hybrid,Analytical,Freelance Project,Top Performer,programming,Yes,c++  sql marketing creativity python programming
8.734,c++  html/css,cybersecurity,Cybersecurity Analyst,22.0,Female,Pune,B.Sc,EEE,Graduate,communication  time management  creativity,"English, Tamil",unknown,Office,Creative,Unknown,Awarded Best Project,data analysis,Yes,c++  html/css cybersecurity communication  time management  creativity unknown data analysis
6.629,react  javascript  html/css,management,Project Manager,19.0,Female,Chennai,M.Tech,IT,Working Professional,time management  communication,English,machine learning,Office,Social,Research Assistant,Top Performer,project management,Yes,react  javascript  html/css management time management  communication machine learning project management
7.551,data analysis  html/css  javascript,software development,Full Stack Developer,25.0,Male,Hyderabad,10th,EEE,Student,leadership  time management,Tamil,unknown,Field Work,Technical,Unknown,Unknown,problem solving,No,data analysis  html/css  javascript software development leadership  time management unknown problem solving
9.316,sql  python  javascript,management,Project Manager,28.0,Other,Pune,B.Tech,CSE,Student,time management,"Tamil, Kannada",unknown,Remote,Technical,Part-time Job,Hackathon Winner,programming,Yes,sql  python  javascript management time management unknown programming
9.47,sql  data analysis  python,cybersecurity,Ethical Hacker,20.0,Female,Chennai,B.Tech,Mechanical,Working Professional,teamwork,Telugu,unknown,Office,Technical,Internship at XYZ,Awarded Best Project,teamwork,Yes,sql  data analysis  python cybersecurity teamwork unknown teamwork
7.501,html/css  java,software development,Frontend Developer,23.0,Other,Amalapuram,B.Sc,Civil,Student,communication,Hindi,data science  machine learning,Remote,Technical,Unknown,Employee of the Month,teamwork,Yes,html/css  java software development communication data science  machine learning teamwork
8.843,python  c++  javascript,design,Product Designer,27.0,Other,Pune,10th,EEE,Working Professional,communication,"Kannada, English",aws  full stack development,Hybrid,Analytical,Research Assistant,Awarded Best Project,teamwork,No,python  c++  javascript design communication aws  full stack development teamwork
6.7620000000000005,javascript,design,Product Designer,21.0,Male,Hyderabad,MCA,CSE,Working Professional,creativity  teamwork  time management,"English, Hindi",unknown,Remote,Technical,Startup Experience,Unknown,problem solving,Yes,javascript design creativity  teamwork  time management unknown problem solving
7.734999999999999,java  sql,software development,Backend Developer,19.0,Other,Bangalore,MCA,IT,Student,creativity  communication,"Marathi, English",unknown,Field Work,Analytical,Freelance Project,Employee of the Month,project management,Yes,java  sql software development creativity  communication unknown project management
6.325,javascript  node.js,software development,Backend Developer,18.0,Female,Bangalore,12th,CSE,Graduate,creativity  communication,Telugu,unknown,Office,Creative,Unknown,Hackathon Winner,leadership,No,javascript  node.js software development creativity  communication unknown leadership
9.744,node.js  c++,ai/ml,AI Researcher,25.0,Female,Mumbai,12th,BBA,Student,communication  leadership  teamwork,Tamil,azure,Field Work,Social,Part-time Job,Awarded Best Project,problem solving,Yes,node.js  c++ ai/ml communication  leadership  teamwork azure problem solving
9.951,node.js  c++,cybersecurity,Ethical Hacker,23.0,Female,Delhi,10th,ECE,Student,creativity  problem solving,Kannada,machine learning  full stack development,Field Work,Social,Startup Experience,Awarded Best Project,teamwork,Yes,node.js  c++ cybersecurity creativity  problem solving machine learning  full stack development teamwork
8.924,react  javascript,management,Project Manager,23.0,Other,Amalapuram,10th,BBA,Graduate,creativity  problem solving  communication,"Marathi, Tamil",full stack development  azure,Office,Analytical,Part-time Job,Unknown,leadership,No,react  javascript management creativity  problem solving  communication full stack development  azure leadership
8.009,html/css  data analysis  c++,management,Project Manager,26.0,Female,Mumbai,M.Sc,IT,Working Professional,time management,"Marathi, Telugu",machine learning  data science,Office,Technical,Research Assistant,Published Paper,project management,Yes,html/css  data analysis  c++ management time management machine learning  data science project management
9.427,python  node.js,software development,Software Engineer,20.0,Other,Delhi,M.Tech,Mechanical,Student,problem solving  leadership  creativity,Hindi,gcp  full stack development,Hybrid,Technical,Research Assistant,Awarded Best Project,data analysis,Yes,python  node.js software development problem solving  leadership  creativity gcp  full stack development data analysis
8.758,html/css,marketing,SEO Analyst,18.0,Female,Chennai,MCA,Civil,Student,creativity  time management,"Marathi, Hindi",gcp,Field Work,Creative,Research Assistant,Employee of the Month,data analysis,Yes,html/css marketing creativity  time management gcp data analysis
6.3,react  data analysis  c++,data science,Business Analyst,28.0,Male,Mumbai,M.Sc,Mechanical,Graduate,creativity  leadership  teamwork,Marathi,python  data science,Field Work,Analytical,Unknown,Top Performer,data analysis,Yes,react  data analysis  c++ data science creativity  leadership  teamwork python  data science data analysis
9.02,c++  javascript,marketing,SEO Analyst,28.0,Other,Amalapuram,B.Sc,BBA,Student,problem solving  communication  teamwork,Kannada,full stack development,Hybrid,Technical,Unknown,Top Performer,programming,No,c++  javascript marketing problem solving  communication  teamwork full stack development programming
6.575,java,ai/ml,Machine Learning Engineer,30.0,Male,Pune,M.Sc,CSE,Student,communication  creativity  teamwork,"Marathi, English",data science,Office,Social,Startup Experience,Top Performer,programming,No,java ai/ml communication  creativity  teamwork data science programming
8.333,react  sql  java,cybersecurity,Cybersecurity Analyst,18.0,Other,Delhi,10th,IT,Working Professional,problem solving  time management,Marathi,data science,Office,Analytical,Research Assistant,Awarded Best Project,teamwork,No,react  sql  java cybersecurity problem solving  time management data science teamwork
7.624,java  react,software development,Backend Developer,20.0,Female,Mumbai,10th,Mechanical,Working Professional,problem solving  time management,"Telugu, Hindi",python,Hybrid,Social,Unknown,Unknown,project management,No,java  react software development problem solving  time management python project management
5.987,sql  node.js  html/css,management,Business Manager,30.0,Male,Bangalore,M.Sc,Civil,Student,problem solving  leadership  teamwork,Tamil,python,Remote,Technical,Internship at XYZ,Awarded Best Project,data analysis,Yes,sql  node.js  html/css management problem solving  leadership  teamwork python data analysis
5.046,react  html/css,data science,Data Scientist,22.0,Other,Bangalore,MCA,EEE,Graduate,time management  communication,"Marathi, English",machine learning  python,Hybrid,Analytical,Part-time Job,Unknown,leadership,No,react  html/css data science time management  communication machine learning  python leadership
9.132,html/css,design,Product Designer,20.0,Male,Chennai,10th,ECE,Student,problem solving  leadership  time management,"Hindi, Kannada",aws  azure,Office,Creative,Research Assistant,Unknown,problem solving,Yes,html/css design problem solving  leadership  time management aws  azure problem solving
5.017,python,design,UI/UX Designer,30.0,Female,Bangalore,MCA,Commerce,Graduate,creativity  teamwork  leadership,Kannada,azure,Hybrid,Analytical,Unknown,Employee of the Month,problem solving,No,python design creativity  teamwork  leadership azure problem solving
9.791,sql  node.js,cybersecurity,Ethical Hacker,21.0,Other,Mumbai,MCA,Mechanical,Student,leadership,English,unknown,Field Work,Analytical,Freelance Project,Awarded Best Project,data analysis,Yes,sql  node.js cybersecurity leadership unknown data analysis
8.05,sql  java  javascript,design,Product Designer,28.0,Female,Hyderabad,10th,CSE,Graduate,leadership  time management,"Marathi, Tamil",aws  full stack development,Remote,Analytical,Research Assistant,Top Performer,leadership,No,sql  java  javascript design leadership  time management aws  full stack development leadership
7.409000000000001,data analysis,cybersecurity,Cybersecurity Analyst,22.0,Other,Chennai,12th,IT,Working Professional,leadership,"Telugu, Kannada",azure  machine learning,Field Work,Creative,Startup Experience,Unknown,leadership,Yes,data analysis cybersecurity leadership azure  machine learning leadership
5.582,c++  html/css  react,marketing,SEO Analyst,23.0,Female,Hyderabad,10th,Commerce,Student,teamwork  problem solving,English,unknown,Field Work,Social,Freelance Project,Employee of the Month,leadership,No,c++  html/css  react marketing teamwork  problem solving unknown leadership
5.075,c++  python  sql,design,Graphic Designer,29.0,Male,Hyderabad,B.Tech,CSE,Student,time management,"Hindi, Telugu",full stack development  aws,Remote,Technical,Freelance Project,Employee of the Month,project management,Yes,c++  python  sql design time management full stack development  aws project management
5.673,data analysis  java  html/css,ai/ml,AI Researcher,21.0,Other,Pune,B.Tech,Mechanical,Student,leadership  problem solving  creativity,"Hindi, Tamil",aws,Remote,Analytical,Unknown,Published Paper,problem solving,No,data analysis  java  html/css ai/ml leadership  problem solving  creativity aws problem solving
6.299,sql,marketing,SEO Analyst,30.0,Other,Chennai,MCA,BBA,Working Professional,problem solving  leadership  creativity,"Kannada, Hindi",azure,Office,Creative,Unknown,Published Paper,data analysis,Yes,sql marketing problem solving  leadership  creativity azure data analysis
9.951,c++  java  python,data science,Data Scientist,26.0,Other,Chennai,12th,ECE,Working Professional,teamwork,"Hindi, Telugu",python  full stack development,Field Work,Analytical,Research Assistant,Employee of the Month,teamwork,Yes,c++  java  python data science teamwork python  full stack development teamwork
5.522,javascript,ai/ml,Machine Learning Engineer,24.0,Male,Delhi,M.Sc,Mechanical,Student,teamwork,Kannada,aws  full stack development,Remote,Creative,Startup Experience,Top Performer,project management,No,javascript ai/ml teamwork aws  full stack development project management
7.503,c++,management,Operations Manager,28.0,Male,Hyderabad,M.Tech,ECE,Working Professional,communication  time management  teamwork,"Kannada, English",aws  full stack development,Hybrid,Technical,Internship at XYZ,Top Performer,project management,No,c++ management communication  time management  teamwork aws  full stack development project management
5.137,react,software development,Frontend Developer,27.0,Other,Chennai,12th,BBA,Student,time management  problem solving  leadership,Tamil,python  azure,Hybrid,Technical,Unknown,Employee of the Month,problem solving,Yes,react software development time management  problem solving  leadership python  azure problem solving
6.809,javascript  html/css,design,UI/UX Designer,27.0,Male,Chennai,MCA,Commerce,Graduate,problem solving  teamwork,English,unknown,Office,Social,Internship at XYZ,Hackathon Winner,programming,Yes,javascript  html/css design problem solving  teamwork unknown programming
9.75,javascript  react  c++,data science,Data Scientist,26.0,Female,Delhi,M.Sc,ECE,Working Professional,problem solving  communication,Marathi,python  machine learning,Remote,Analytical,Internship at XYZ,Top Performer,teamwork,Yes,javascript  react  c++ data science problem solving  communication python  machine learning teamwork
7.284000000000001,sql  javascript,ai/ml,Deep Learning Engineer,26.0,Male,Amalapuram,10th,CSE,Working Professional,leadership  time management  creativity,English,aws  full stack development,Hybrid,Analytical,Startup Experience,Employee of the Month,leadership,Yes,sql  javascript ai/ml leadership  time management  creativity aws  full stack development leadership
7.729999999999999,sql  react,design,Product Designer,24.0,Female,Pune,M.Tech,ECE,Graduate,teamwork  problem solving,"Marathi, Tamil",azure,Remote,Social,Unknown,Employee of the Month,teamwork,Yes,sql  react design teamwork  problem solving azure teamwork
7.172,data analysis,ai/ml,AI Researcher,30.0,Female,Hyderabad,MCA,CSE,Working Professional,teamwork  communication  creativity,English,machine learning  azure,Remote,Social,Startup Experience,Hackathon Winner,programming,No,data analysis ai/ml teamwork  communication  creativity machine learning  azure programming
5.496,java  react  sql,software development,Software Engineer,22.0,Male,Pune,12th,ECE,Graduate,creativity,Hindi,unknown,Hybrid,Social,Internship at XYZ,Top Performer,problem solving,No,java  react  sql software development creativity unknown problem solving
8.18,javascript,marketing,Marketing Executive,20.0,Female,Amalapuram,10th,ECE,Graduate,problem solving,Telugu,unknown,Field Work,Creative,Startup Experience,Employee of the Month,programming,Yes,javascript marketing problem solving unknown programming
6.198,javascript  java,data science,Data Scientist,29.0,Male,Amalapuram,MBA,BBA,Student,communication  problem solving  leadership,Hindi,unknown,Remote,Creative,Part-time Job,Awarded Best Project,project management,Yes,javascript  java data science communication  problem solving  leadership unknown project management
6.424,data analysis  c++  node.js,software development,Software Engineer,22.0,Male,Bangalore,M.Sc,CSE,Student,communication,English,unknown,Field Work,Technical,Freelance Project,Unknown,problem solving,No,data analysis  c++  node.js software development communication unknown problem solving
8.795,sql,design,UI/UX Designer,30.0,Other,Delhi,12th,EEE,Graduate,leadership  communication,"Marathi, Tamil",unknown,Remote,Analytical,Unknown,Hackathon Winner,data analysis,Yes,sql design leadership  communication unknown data analysis
7.194,data analysis  java,management,Project Manager,29.0,Male,Vizag,10th,ECE,Working Professional,problem solving  time management  teamwork,"Marathi, Tamil",machine learning,Remote,Social,Freelance Project,Hackathon Winner,problem solving,No,data analysis  java management problem solving  time management  teamwork machine learning problem solving
5.452,data analysis,ai/ml,Deep Learning Engineer,29.0,Other,Mumbai,B.Tech,IT,Graduate,teamwork  time management  leadership,English,unknown,Hybrid,Creative,Part-time Job,Employee of the Month,project management,No,data analysis ai/ml teamwork  time management  leadership unknown project management
5.43,sql  c++,design,UI/UX Designer,23.0,Female,Amalapuram,MCA,CSE,Graduate,creativity  communication,Tamil,machine learning,Remote,Analytical,Startup Experience,Published Paper,teamwork,Yes,sql  c++ design creativity  communication machine learning teamwork
5.8340000000000005,java,management,Project Manager,28.0,Female,Hyderabad,M.Tech,IT,Working Professional,leadership  problem solving  creativity,"Kannada, Hindi",unknown,Office,Technical,Unknown,Published Paper,teamwork,No,java management leadership  problem solving  creativity unknown teamwork
7.314,data analysis  sql,data science,Business Analyst,27.0,Other,Mumbai,MCA,ECE,Graduate,teamwork  problem solving,Kannada,python,Remote,Creative,Startup Experience,Awarded Best Project,programming,Yes,data analysis  sql data science teamwork  problem solving python programming
8.741,java  html/css,design,Product Designer,23.0,Female,Delhi,M.Sc,BBA,Student,problem solving  teamwork,Marathi,unknown,Remote,Social,Unknown,Awarded Best Project,problem solving,No,java  html/css design problem solving  teamwork unknown problem solving
8.112,node.js,ai/ml,Deep Learning Engineer,28.0,Male,Amalapuram,MBA,EEE,Graduate,creativity  time management  leadership,Tamil,python,Remote,Social,Unknown,Awarded Best Project,data analysis,No,node.js ai/ml creativity  time management  leadership python data analysis
7.058,react  html/css,data science,Data Analyst,28.0,Other,Bangalore,10th,Mechanical,Working Professional,teamwork,"Telugu, Tamil",unknown,Field Work,Creative,Internship at XYZ,Unknown,data analysis,No,react  html/css data science teamwork unknown data analysis
8.229000000000001,java  c++,software development,Frontend Developer,29.0,Male,Hyderabad,B.Sc,Mechanical,Graduate,creativity,Hindi,unknown,Field Work,Creative,Unknown,Employee of the Month,programming,No,java  c++ software development creativity unknown programming
7.282999999999999,c++,cybersecurity,Cybersecurity Analyst,28.0,Other,Amalapuram,B.Tech,BBA,Student,leadership,Kannada,unknown,Hybrid,Analytical,Research Assistant,Hackathon Winner,problem solving,Yes,c++ cybersecurity leadership unknown problem solving
5.316,python,ai/ml,Deep Learning Engineer,29.0,Other,Delhi,B.Sc,Mechanical,Student,creativity,Telugu,machine learning  python,Hybrid,Social,Research Assistant,Hackathon Winner,leadership,No,python ai/ml creativity machine learning  python leadership
6.6930000000000005,html/css  javascript,data science,Data Analyst,22.0,Female,Mumbai,MBA,ECE,Student,communication  leadership,"Kannada, Marathi",data science  azure,Field Work,Technical,Freelance Project,Hackathon Winner,problem solving,Yes,html/css  javascript data science communication  leadership data science  azure problem solving
6.164,c++,marketing,Digital Marketing Specialist,23.0,Female,Hyderabad,B.Tech,Civil,Graduate,leadership  problem solving  teamwork,"Hindi, Tamil",python  azure,Office,Creative,Startup Experience,Unknown,project management,No,c++ marketing leadership  problem solving  teamwork python  azure project management
7.459,html/css,marketing,SEO Analyst,24.0,Male,Delhi,12th,Commerce,Working Professional,creativity  communication,Tamil,aws,Remote,Analytical,Unknown,Awarded Best Project,leadership,No,html/css marketing creativity  communication aws leadership
7.779000000000001,node.js  sql  python,ai/ml,Deep Learning Engineer,24.0,Female,Bangalore,MCA,Mechanical,Student,teamwork  communication,Hindi,unknown,Hybrid,Creative,Part-time Job,Published Paper,teamwork,No,node.js  sql  python ai/ml teamwork  communication unknown teamwork
6.476999999999999,node.js,marketing,Digital Marketing Specialist,19.0,Female,Chennai,B.Sc,Civil,Working Professional,teamwork,Kannada,unknown,Remote,Technical,Part-time Job,Published Paper,data analysis,No,node.js marketing teamwork unknown data analysis
5.022,node.js  html/css  javascript,cybersecurity,Ethical Hacker,18.0,Male,Pune,10th,Mechanical,Working Professional,creativity  leadership  time management,"Telugu, English",aws,Office,Analytical,Part-time Job,Hackathon Winner,leadership,No,node.js  html/css  javascript cybersecurity creativity  leadership  time management aws leadership
8.965,c++,marketing,Marketing Executive,24.0,Male,Pune,10th,Mechanical,Student,communication  creativity  problem solving,Marathi,data science,Remote,Analytical,Internship at XYZ,Hackathon Winner,programming,No,c++ marketing communication  creativity  problem solving data science programming
7.486,javascript,software development,Frontend Developer,24.0,Male,Hyderabad,MBA,IT,Student,creativity  communication  problem solving,"Hindi, Tamil",unknown,Hybrid,Technical,Research Assistant,Top Performer,project management,Yes,javascript software development creativity  communication  problem solving unknown project management
9.546,c++,ai/ml,Machine Learning Engineer,20.0,Female,Delhi,MBA,Mechanical,Working Professional,time management  problem solving,Tamil,gcp,Office,Creative,Part-time Job,Awarded Best Project,problem solving,Yes,c++ ai/ml time management  problem solving gcp problem solving
6.508,react  java,design,UI/UX Designer,26.0,Female,Mumbai,M.Tech,CSE,Working Professional,problem solving  creativity,"Tamil, Kannada",data science  gcp,Hybrid,Social,Part-time Job,Top Performer,problem solving,Yes,react  java design problem solving  creativity data science  gcp problem solving
5.574,node.js,ai/ml,AI Researcher,20.0,Female,Hyderabad,MCA,CSE,Graduate,teamwork,Tamil,unknown,Field Work,Technical,Freelance Project,Unknown,project management,Yes,node.js ai/ml teamwork unknown project management
5.505,python  java  node.js,cybersecurity,Security Engineer,28.0,Other,Amalapuram,M.Sc,CSE,Student,time management  communication,"Marathi, Hindi",unknown,Office,Creative,Freelance Project,Awarded Best Project,problem solving,No,python  java  node.js cybersecurity time management  communication unknown problem solving
8.247,python,data science,Business Analyst,20.0,Male,Bangalore,MCA,Mechanical,Student,time management,"Hindi, Marathi",unknown,Hybrid,Social,Internship at XYZ,Employee of the Month,programming,No,python data science time management unknown programming
6.508,data analysis,marketing,SEO Analyst,28.0,Male,Vizag,10th,Civil,Student,communication  time management  teamwork,"Marathi, Telugu",machine learning  azure,Hybrid,Technical,Internship at XYZ,Top Performer,leadership,Yes,data analysis marketing communication  time management  teamwork machine learning  azure leadership
8.924,javascript  sql  html/css,marketing,SEO Analyst,29.0,Male,Hyderabad,M.Sc,Mechanical,Working Professional,leadership  communication,"Tamil, Telugu",aws,Remote,Analytical,Freelance Project,Hackathon Winner,problem solving,Yes,javascript  sql  html/css marketing leadership  communication aws problem solving
7.993,html/css,design,Graphic Designer,21.0,Female,Amalapuram,MBA,Mechanical,Graduate,leadership  creativity  communication,Tamil,aws  python,Hybrid,Creative,Startup Experience,Awarded Best Project,teamwork,No,html/css design leadership  creativity  communication aws  python teamwork
7.568,c++  data analysis  python,design,UI/UX Designer,24.0,Female,Amalapuram,12th,Commerce,Graduate,time management  problem solving,Marathi,full stack development  machine learning,Remote,Analytical,Freelance Project,Top Performer,problem solving,No,c++  data analysis  python design time management  problem solving full stack development  machine learning problem solving
9.56,python  node.js  javascript,data science,Data Analyst,28.0,Male,Pune,B.Sc,CSE,Working Professional,creativity  communication  time management,"Marathi, Tamil",full stack development  python,Office,Technical,Research Assistant,Unknown,data analysis,No,python  node.js  javascript data science creativity  communication  time management full stack development  python data analysis
7.52,html/css  sql,management,Operations Manager,23.0,Female,Bangalore,M.Tech,Commerce,Working Professional,teamwork,Hindi,unknown,Field Work,Analytical,Startup Experience,Hackathon Winner,teamwork,No,html/css  sql management teamwork unknown teamwork
9.303,data analysis,marketing,SEO Analyst,24.0,Male,Hyderabad,M.Sc,CSE,Student,creativity,Telugu,unknown,Field Work,Creative,Freelance Project,Unknown,project management,Yes,data analysis marketing creativity unknown project management
9.233,data analysis,cybersecurity,Security Engineer,19.0,Female,Vizag,MCA,Commerce,Student,problem solving  leadership,Kannada,azure  gcp,Office,Technical,Freelance Project,Employee of the Month,problem solving,Yes,data analysis cybersecurity problem solving  leadership azure  gcp problem solving
5.731,data analysis,data science,Data Scientist,30.0,Male,Chennai,10th,IT,Working Professional,communication,"English, Hindi",python  data science,Field Work,Creative,Research Assistant,Hackathon Winner,leadership,Yes,data analysis data science communication python  data science leadership
7.057,sql  node.js  react,marketing,SEO Analyst,18.0,Female,Amalapuram,M.Sc,IT,Graduate,creativity,Hindi,unknown,Remote,Social,Part-time Job,Awarded Best Project,teamwork,No,sql  node.js  react marketing creativity unknown teamwork
7.061,react  c++,cybersecurity,Ethical Hacker,28.0,Male,Chennai,MCA,EEE,Student,leadership,"Telugu, Kannada",machine learning,Field Work,Creative,Part-time Job,Published Paper,data analysis,No,react  c++ cybersecurity leadership machine learning data analysis
8.812000000000001,sql,design,UI/UX Designer,23.0,Other,Pune,B.Sc,Civil,Student,creativity  problem solving,Telugu,python,Field Work,Social,Research Assistant,Top Performer,leadership,No,sql design creativity  problem solving python leadership
8.77,html/css  python,ai/ml,Deep Learning Engineer,28.0,Male,Amalapuram,MBA,ECE,Graduate,time management,Tamil,full stack development  aws,Hybrid,Technical,Research Assistant,Awarded Best Project,project management,Yes,html/css  python ai/ml time management full stack development  aws project management
5.806,data analysis  python,software development,Backend Developer,20.0,Other,Vizag,MBA,BBA,Graduate,creativity  problem solving  time management,Kannada,azure  data science,Remote,Creative,Unknown,Published Paper,problem solving,Yes,data analysis  python software development creativity  problem solving  time management azure  data science problem solving
