CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
6.352,Data Analysis,Marketing,Marketing Executive,24,Male,Pune,MCA,Civil,Working Professional,Creativity,"Marathi, English",,Office,Analytical,Freelance Project,,Problem Solving,Yes
8.973,"SQL, Java, React",Cybersecurity,Cybersecurity Analyst,29,Other,Hyderabad,10th,Civil,Working Professional,"Teamwork, Time Management, Problem Solving","Marathi, Telugu",,Field Work,Technical,Part-time Job,Hackathon Winner,Programming,No
5.047,"C++, React, Python",Software Development,Full Stack Developer,20,Other,Vizag,M.Sc,BBA,Graduate,Time Management,English,"Data Science, Azure",Field Work,Technical,,Awarded Best Project,Leadership,No
7.368,"Java, HTML/CSS, React",AI/ML,Deep Learning Engineer,23,Female,Bangalore,MCA,IT,Student,"Teamwork, Creativity, Problem Solving","Kannada, English",AWS,Office,Technical,Research Assistant,Top Performer,Programming,No
8.546,"SQL, C++",Software Development,Full Stack Developer,26,Male,Delhi,MCA,BBA,Working Professional,"Leadership, Communication","Marathi, Telugu",Machine Learning,Remote,Social,Part-time Job,Awarded Best Project,Programming,No
7.453,"Java, React",Marketing,Digital Marketing Specialist,26,Other,Mumbai,B.Sc,ECE,Graduate,"Creativity, Communication","English, Telugu","Machine Learning, Full Stack Development",Remote,Analytical,Research Assistant,Awarded Best Project,Project Management,Yes
5.223,"JavaScript, Node.js, SQL",Marketing,Digital Marketing Specialist,25,Female,Delhi,M.Tech,BBA,Graduate,"Time Management, Communication","Telugu, Tamil",,Remote,Analytical,Research Assistant,Top Performer,Project Management,Yes
7.7540000000000004,"JavaScript, Python",Design,Graphic Designer,24,Female,Hyderabad,MBA,Civil,Graduate,Creativity,"Telugu, English","Machine Learning, Python",Office,Creative,Research Assistant,Top Performer,Data Analysis,No
7.843000000000001,"Java, JavaScript",Design,Graphic Designer,18,Female,Chennai,MBA,IT,Graduate,Communication,Tamil,Machine Learning,Office,Social,Research Assistant,Published Paper,Problem Solving,Yes
5.343999999999999,SQL,Management,Project Manager,22,Female,Amalapuram,B.Tech,EEE,Working Professional,Communication,Kannada,Machine Learning,Hybrid,Social,Internship at XYZ,Published Paper,Teamwork,Yes
7.545,"Java, JavaScript, C++",Cybersecurity,Cybersecurity Analyst,30,Female,Chennai,B.Sc,ECE,Working Professional,Teamwork,"Kannada, Telugu",,Office,Creative,,Published Paper,Leadership,No
8.315000000000001,"React, Node.js",AI/ML,Deep Learning Engineer,19,Other,Pune,MBA,Civil,Working Professional,"Communication, Problem Solving","Hindi, Kannada","Data Science, GCP",Office,Creative,Part-time Job,Published Paper,Teamwork,No
6.981999999999999,"SQL, HTML/CSS, Python",Design,Product Designer,26,Female,Mumbai,MBA,ECE,Student,Creativity,"Telugu, Kannada",,Office,Technical,Startup Experience,,Programming,No
6.946,HTML/CSS,Management,Project Manager,20,Other,Chennai,M.Sc,IT,Working Professional,"Communication, Creativity, Time Management",Kannada,"GCP, Data Science",Field Work,Analytical,Part-time Job,Top Performer,Programming,No
9.142,JavaScript,Management,Project Manager,26,Male,Chennai,10th,CSE,Graduate,"Leadership, Teamwork, Time Management","English, Hindi",Python,Remote,Social,Startup Experience,Awarded Best Project,Project Management,No
9.401,"React, Data Analysis, Node.js",Design,UI/UX Designer,30,Female,Delhi,MBA,ECE,Working Professional,"Creativity, Time Management, Leadership","English, Hindi",Python,Office,Social,Part-time Job,Awarded Best Project,Teamwork,No
8.716,"SQL, React",Management,Operations Manager,21,Female,Pune,MBA,BBA,Working Professional,"Communication, Teamwork","Marathi, English",Data Science,Hybrid,Analytical,Internship at XYZ,Hackathon Winner,Problem Solving,Yes
5.734,"Python, Data Analysis",AI/ML,AI Researcher,18,Other,Chennai,M.Tech,EEE,Student,Time Management,"Telugu, English",,Office,Social,Part-time Job,Top Performer,Leadership,Yes
6.2700000000000005,"SQL, Python, Java",Marketing,SEO Analyst,27,Male,Amalapuram,12th,CSE,Working Professional,Time Management,"Telugu, Tamil","GCP, Machine Learning",Field Work,Creative,Freelance Project,Top Performer,Leadership,No
7.206,"HTML/CSS, Python",Data Science,Data Scientist,27,Female,Hyderabad,B.Tech,ECE,Working Professional,"Leadership, Creativity",Tamil,,Hybrid,Social,Internship at XYZ,,Teamwork,No
6.6129999999999995,"SQL, HTML/CSS",Data Science,Business Analyst,28,Female,Vizag,B.Sc,EEE,Student,"Teamwork, Communication, Leadership",Marathi,,Remote,Analytical,Research Assistant,Employee of the Month,Project Management,No
9.275,"C++, Java",Data Science,Business Analyst,18,Other,Delhi,12th,Mechanical,Student,"Problem Solving, Communication","Tamil, Kannada",,Hybrid,Analytical,Freelance Project,Hackathon Winner,Programming,No
6.614,"Node.js, SQL, Data Analysis",AI/ML,Machine Learning Engineer,30,Male,Mumbai,10th,Commerce,Student,"Time Management, Teamwork, Communication","Marathi, English",,Hybrid,Analytical,Startup Experience,Top Performer,Teamwork,No
9.559999999999999,"JavaScript, SQL",AI/ML,Deep Learning Engineer,23,Female,Mumbai,M.Tech,EEE,Graduate,"Time Management, Creativity",Marathi,,Field Work,Technical,Internship at XYZ,Published Paper,Project Management,Yes
6.468999999999999,"Data Analysis, JavaScript",Marketing,Digital Marketing Specialist,19,Male,Bangalore,M.Tech,IT,Graduate,"Leadership, Communication, Teamwork",English,,Remote,Technical,Research Assistant,Published Paper,Leadership,Yes
9.447,SQL,Design,UI/UX Designer,23,Other,Bangalore,12th,Commerce,Graduate,Leadership,Telugu,Azure,Remote,Technical,Internship at XYZ,Awarded Best Project,Problem Solving,Yes
8.74,C++,Software Development,Frontend Developer,21,Female,Chennai,M.Sc,Mechanical,Working Professional,"Creativity, Teamwork",Tamil,"GCP, Data Science",Office,Social,Part-time Job,Top Performer,Data Analysis,No
7.337000000000001,"Data Analysis, C++",Management,Business Manager,21,Female,Delhi,10th,EEE,Working Professional,"Leadership, Problem Solving, Time Management",Kannada,,Field Work,Analytical,Internship at XYZ,Awarded Best Project,Problem Solving,Yes
9.882,"C++, SQL, Data Analysis",Data Science,Data Analyst,23,Other,Chennai,10th,CSE,Graduate,"Time Management, Leadership","Tamil, Kannada","AWS, GCP",Field Work,Analytical,Internship at XYZ,Top Performer,Problem Solving,Yes
7.1049999999999995,"Data Analysis, SQL",Cybersecurity,Cybersecurity Analyst,26,Other,Bangalore,12th,ECE,Graduate,"Problem Solving, Time Management, Communication","Marathi, Telugu","AWS, Machine Learning",Remote,Creative,Research Assistant,Employee of the Month,Programming,Yes
7.154999999999999,"HTML/CSS, SQL",Cybersecurity,Ethical Hacker,22,Other,Vizag,12th,BBA,Student,Creativity,"Marathi, Kannada",Full Stack Development,Office,Technical,,Top Performer,Programming,Yes
6.357,"JavaScript, HTML/CSS, Node.js",AI/ML,AI Researcher,26,Male,Delhi,M.Sc,Commerce,Graduate,"Communication, Creativity, Time Management",English,"GCP, Python",Office,Technical,,Hackathon Winner,Data Analysis,No
6.958,"Data Analysis, Node.js",Software Development,Backend Developer,26,Other,Amalapuram,MCA,IT,Graduate,Teamwork,Kannada,Full Stack Development,Office,Technical,,Employee of the Month,Data Analysis,No
6.276,Python,Marketing,Digital Marketing Specialist,19,Other,Pune,M.Sc,CSE,Student,"Teamwork, Communication, Creativity",Tamil,,Field Work,Technical,Internship at XYZ,Published Paper,Teamwork,No
5.567,"React, Java, C++",AI/ML,AI Researcher,19,Other,Delhi,M.Sc,ECE,Working Professional,Creativity,"Kannada, Telugu",Full Stack Development,Field Work,Analytical,Part-time Job,Top Performer,Project Management,No
9.986,React,Data Science,Data Analyst,28,Female,Mumbai,B.Sc,IT,Graduate,"Time Management, Problem Solving","Telugu, Tamil",Full Stack Development,Hybrid,Social,Freelance Project,Hackathon Winner,Leadership,No
9.662,"Node.js, Python",Software Development,Frontend Developer,24,Female,Hyderabad,MCA,CSE,Student,"Problem Solving, Creativity, Teamwork","Kannada, English",Python,Field Work,Social,Startup Experience,Employee of the Month,Leadership,Yes
5.167,React,Design,Graphic Designer,21,Other,Mumbai,B.Tech,Mechanical,Student,"Time Management, Creativity, Problem Solving","Hindi, Marathi",,Office,Creative,Freelance Project,Awarded Best Project,Programming,No
6.912000000000001,"C++, Python",Software Development,Software Engineer,25,Male,Amalapuram,B.Tech,CSE,Student,Problem Solving,"Telugu, Tamil","Machine Learning, AWS",Remote,Social,,Top Performer,Programming,No
9.708,"C++, SQL, React",Marketing,SEO Analyst,30,Male,Delhi,M.Tech,IT,Student,"Problem Solving, Creativity, Communication","Marathi, Tamil",GCP,Office,Analytical,Part-time Job,Awarded Best Project,Data Analysis,No
6.473000000000001,"Data Analysis, React, SQL",Design,Product Designer,20,Male,Hyderabad,12th,CSE,Graduate,"Communication, Teamwork, Time Management","Tamil, English","Full Stack Development, Data Science",Office,Analytical,Startup Experience,Published Paper,Programming,No
8.283,"React, SQL",Software Development,Frontend Developer,21,Other,Mumbai,M.Tech,Commerce,Student,Time Management,Hindi,"GCP, Data Science",Office,Creative,,Employee of the Month,Leadership,Yes
7.604000000000001,"SQL, Python, Java",Management,Operations Manager,25,Other,Hyderabad,B.Tech,Mechanical,Graduate,"Communication, Leadership",English,,Office,Analytical,Freelance Project,,Project Management,No
7.897,SQL,AI/ML,AI Researcher,30,Male,Delhi,10th,ECE,Graduate,"Communication, Problem Solving, Leadership",Kannada,Python,Remote,Social,Part-time Job,Hackathon Winner,Data Analysis,Yes
7.569,Python,Software Development,Frontend Developer,30,Other,Mumbai,MBA,BBA,Graduate,"Creativity, Teamwork",Tamil,Python,Office,Social,Research Assistant,Hackathon Winner,Leadership,Yes
7.839,"Node.js, SQL",Software Development,Backend Developer,24,Female,Amalapuram,B.Tech,EEE,Working Professional,"Teamwork, Communication","Kannada, Marathi",,Office,Creative,Startup Experience,,Programming,Yes
7.708,React,Management,Operations Manager,27,Other,Chennai,B.Tech,BBA,Working Professional,"Communication, Problem Solving",Telugu,,Office,Creative,Freelance Project,,Leadership,Yes
5.135,C++,Management,Business Manager,28,Other,Vizag,MBA,BBA,Student,Creativity,"Marathi, Kannada","Data Science, Full Stack Development",Hybrid,Social,Startup Experience,Awarded Best Project,Data Analysis,Yes
7.483,Node.js,Cybersecurity,Security Engineer,26,Male,Hyderabad,10th,EEE,Graduate,"Problem Solving, Communication, Time Management","Hindi, English","AWS, Full Stack Development",Hybrid,Technical,Startup Experience,Published Paper,Problem Solving,No
5.622,"Java, Data Analysis, SQL",Management,Business Manager,29,Female,Hyderabad,B.Sc,CSE,Working Professional,Problem Solving,Kannada,Full Stack Development,Office,Social,Internship at XYZ,Top Performer,Project Management,Yes
9.386,"Java, Data Analysis",AI/ML,AI Researcher,27,Female,Bangalore,12th,Civil,Student,Time Management,"Hindi, Marathi",Azure,Field Work,Social,Internship at XYZ,Published Paper,Teamwork,No
7.023000000000001,"Java, C++",Cybersecurity,Cybersecurity Analyst,24,Other,Vizag,MCA,ECE,Working Professional,"Teamwork, Communication",Telugu,AWS,Hybrid,Creative,Startup Experience,Published Paper,Leadership,Yes
9.648,"Data Analysis, C++, SQL",Management,Business Manager,29,Male,Bangalore,M.Sc,CSE,Working Professional,"Leadership, Teamwork, Time Management",Kannada,Machine Learning,Remote,Analytical,Startup Experience,Employee of the Month,Teamwork,No
6.206,"HTML/CSS, Python, SQL",AI/ML,AI Researcher,30,Female,Bangalore,12th,Mechanical,Graduate,Communication,Kannada,"AWS, Azure",Hybrid,Social,Freelance Project,,Project Management,No
5.991,"Java, React",Marketing,Marketing Executive,27,Male,Bangalore,B.Sc,Commerce,Graduate,"Communication, Leadership",Marathi,,Remote,Creative,Research Assistant,,Teamwork,No
7.019,"Java, Node.js, HTML/CSS",Software Development,Full Stack Developer,26,Male,Pune,B.Sc,Mechanical,Working Professional,"Teamwork, Creativity","Tamil, English","GCP, Azure",Remote,Social,Part-time Job,Published Paper,Teamwork,Yes
5.037,"Node.js, JavaScript, HTML/CSS",Software Development,Frontend Developer,20,Other,Bangalore,MCA,Civil,Working Professional,"Creativity, Communication, Leadership",Telugu,"GCP, Data Science",Hybrid,Social,Internship at XYZ,Top Performer,Data Analysis,No
6.352,"React, HTML/CSS, SQL",Software Development,Full Stack Developer,26,Female,Chennai,12th,IT,Graduate,"Leadership, Creativity",Marathi,,Field Work,Technical,,Employee of the Month,Project Management,Yes
5.308,"SQL, C++",AI/ML,Deep Learning Engineer,26,Female,Hyderabad,MBA,Commerce,Working Professional,"Teamwork, Creativity, Leadership","Kannada, Marathi",Full Stack Development,Hybrid,Technical,Part-time Job,Employee of the Month,Project Management,No
6.36,"JavaScript, Data Analysis",Data Science,Data Scientist,27,Other,Hyderabad,M.Tech,Mechanical,Graduate,"Leadership, Time Management",Marathi,,Office,Analytical,Startup Experience,Published Paper,Project Management,No
5.205,Python,Design,UI/UX Designer,22,Male,Vizag,B.Sc,Civil,Graduate,"Teamwork, Leadership, Problem Solving","Telugu, Tamil",,Office,Creative,Part-time Job,Awarded Best Project,Teamwork,No
9.923,JavaScript,Software Development,Frontend Developer,24,Male,Mumbai,MBA,IT,Working Professional,"Teamwork, Creativity",Marathi,Machine Learning,Hybrid,Creative,Freelance Project,Hackathon Winner,Teamwork,Yes
6.998,"SQL, Java",Marketing,Marketing Executive,26,Male,Bangalore,10th,CSE,Student,Time Management,"English, Tamil","Full Stack Development, Azure",Hybrid,Technical,Startup Experience,Published Paper,Teamwork,No
6.012,React,Cybersecurity,Cybersecurity Analyst,23,Other,Bangalore,M.Tech,IT,Graduate,"Communication, Time Management","Tamil, Telugu",,Remote,Social,Research Assistant,Published Paper,Programming,No
6.7299999999999995,"C++, Node.js, Data Analysis",Marketing,Digital Marketing Specialist,30,Other,Chennai,10th,BBA,Graduate,Time Management,"Kannada, English",,Remote,Social,Part-time Job,Published Paper,Data Analysis,Yes
7.109,"HTML/CSS, Node.js, JavaScript",AI/ML,Machine Learning Engineer,22,Female,Delhi,10th,CSE,Working Professional,"Creativity, Time Management, Leadership",Hindi,"Python, Azure",Office,Social,,Employee of the Month,Teamwork,Yes
9.439,"C++, Node.js",Data Science,Business Analyst,20,Female,Amalapuram,B.Sc,IT,Graduate,Teamwork,"Tamil, Telugu",,Remote,Analytical,Freelance Project,Employee of the Month,Problem Solving,Yes
9.905,"Node.js, JavaScript, HTML/CSS",AI/ML,AI Researcher,27,Female,Pune,MBA,EEE,Working Professional,Problem Solving,English,Full Stack Development,Field Work,Social,Startup Experience,Hackathon Winner,Programming,No
9.643,C++,Management,Business Manager,28,Other,Chennai,MCA,Civil,Working Professional,"Time Management, Communication",Tamil,Data Science,Field Work,Creative,,Hackathon Winner,Leadership,No
6.706,"JavaScript, SQL",Software Development,Full Stack Developer,22,Female,Bangalore,10th,Commerce,Graduate,"Teamwork, Communication","Kannada, Marathi",,Hybrid,Analytical,Internship at XYZ,Hackathon Winner,Leadership,No
6.5489999999999995,Data Analysis,Software Development,Software Engineer,19,Female,Vizag,12th,Civil,Working Professional,Leadership,"Tamil, Marathi",Python,Hybrid,Technical,Internship at XYZ,Employee of the Month,Problem Solving,No
6.82,"JavaScript, React, Node.js",Cybersecurity,Security Engineer,26,Male,Pune,MBA,ECE,Graduate,"Teamwork, Creativity",Tamil,,Office,Social,Freelance Project,Awarded Best Project,Data Analysis,Yes
9.408,"Node.js, SQL, HTML/CSS",Software Development,Software Engineer,26,Male,Hyderabad,M.Tech,Commerce,Student,"Leadership, Teamwork",Hindi,"Python, Full Stack Development",Remote,Analytical,Research Assistant,Hackathon Winner,Data Analysis,No
6.292,"JavaScript, Node.js",Management,Business Manager,23,Female,Amalapuram,10th,Civil,Graduate,Communication,English,AWS,Remote,Analytical,Part-time Job,Employee of the Month,Leadership,No
6.002000000000001,"Data Analysis, JavaScript",Data Science,Data Analyst,24,Male,Amalapuram,10th,Mechanical,Working Professional,"Communication, Time Management, Problem Solving","Marathi, Telugu",,Hybrid,Analytical,Research Assistant,Employee of the Month,Problem Solving,Yes
8.045,Data Analysis,AI/ML,AI Researcher,25,Male,Amalapuram,B.Sc,IT,Working Professional,"Time Management, Creativity, Communication","English, Telugu",,Office,Technical,Part-time Job,Published Paper,Data Analysis,No
7.575,"C++, Data Analysis",Design,Product Designer,27,Other,Bangalore,B.Tech,Commerce,Student,"Leadership, Time Management",Telugu,Azure,Office,Creative,Startup Experience,,Leadership,Yes
5.871,"C++, Node.js, SQL",AI/ML,AI Researcher,28,Female,Bangalore,B.Tech,Civil,Graduate,"Teamwork, Creativity","Telugu, Hindi","Data Science, Python",Hybrid,Analytical,Freelance Project,Published Paper,Problem Solving,No
5.779999999999999,"React, SQL, Node.js",AI/ML,AI Researcher,21,Female,Amalapuram,MBA,IT,Student,"Teamwork, Communication","Kannada, Tamil",,Hybrid,Analytical,,Top Performer,Programming,No
9.584999999999999,"SQL, Java, HTML/CSS",Management,Business Manager,21,Male,Hyderabad,B.Sc,CSE,Graduate,Creativity,"Marathi, Kannada",,Hybrid,Technical,,Published Paper,Teamwork,No
6.87,React,Management,Project Manager,24,Female,Bangalore,M.Sc,Commerce,Working Professional,"Teamwork, Time Management","Hindi, English",,Remote,Creative,Startup Experience,Employee of the Month,Data Analysis,Yes
6.593000000000001,"React, C++",Marketing,SEO Analyst,24,Male,Delhi,B.Sc,Mechanical,Working Professional,"Creativity, Problem Solving, Teamwork","English, Marathi",,Hybrid,Analytical,Research Assistant,Awarded Best Project,Programming,No
6.178,"C++, SQL, JavaScript",Data Science,Business Analyst,26,Male,Amalapuram,MBA,BBA,Working Professional,"Creativity, Problem Solving",Kannada,"Machine Learning, Full Stack Development",Remote,Analytical,Internship at XYZ,,Problem Solving,No
8.446,JavaScript,AI/ML,Deep Learning Engineer,25,Male,Pune,10th,Mechanical,Student,Time Management,"Marathi, Kannada","Machine Learning, Azure",Field Work,Creative,Internship at XYZ,Top Performer,Teamwork,No
8.831999999999999,"Node.js, Data Analysis, SQL",Marketing,Marketing Executive,19,Female,Chennai,B.Sc,ECE,Student,"Teamwork, Time Management, Problem Solving","Telugu, English",Full Stack Development,Field Work,Technical,Startup Experience,Hackathon Winner,Problem Solving,Yes
6.868,"SQL, Data Analysis",Data Science,Data Analyst,20,Female,Pune,MBA,CSE,Student,"Teamwork, Time Management",Hindi,AWS,Field Work,Analytical,Startup Experience,Published Paper,Programming,Yes
7.301,"Node.js, SQL, JavaScript",AI/ML,Deep Learning Engineer,26,Other,Vizag,12th,ECE,Student,Time Management,"Kannada, Hindi",Azure,Field Work,Creative,,Awarded Best Project,Data Analysis,No
7.559,C++,Cybersecurity,Security Engineer,30,Male,Hyderabad,MBA,ECE,Student,Time Management,"Marathi, English",,Remote,Analytical,Startup Experience,,Project Management,No
8.205,JavaScript,Management,Project Manager,20,Female,Vizag,M.Tech,Commerce,Graduate,"Communication, Leadership, Problem Solving","Hindi, Kannada","Python, Full Stack Development",Remote,Technical,,Hackathon Winner,Programming,Yes
7.503,Node.js,Marketing,Digital Marketing Specialist,24,Female,Hyderabad,12th,Commerce,Working Professional,Time Management,"Marathi, English",GCP,Remote,Creative,Research Assistant,Awarded Best Project,Problem Solving,Yes
7.696,"C++, SQL",Cybersecurity,Cybersecurity Analyst,26,Female,Delhi,M.Sc,EEE,Working Professional,"Time Management, Communication","Kannada, Telugu",,Hybrid,Technical,,Employee of the Month,Data Analysis,No
6.67,"C++, Python, React",Cybersecurity,Security Engineer,25,Female,Chennai,B.Tech,IT,Student,Teamwork,Kannada,Machine Learning,Field Work,Social,Internship at XYZ,Published Paper,Leadership,Yes
8.007,Java,Management,Operations Manager,20,Male,Bangalore,10th,IT,Graduate,"Time Management, Communication, Creativity",Marathi,,Field Work,Analytical,,,Leadership,No
9.072,"Data Analysis, SQL, JavaScript",Data Science,Business Analyst,25,Female,Vizag,B.Tech,IT,Working Professional,Creativity,Hindi,"Data Science, Machine Learning",Office,Analytical,Part-time Job,Published Paper,Leadership,Yes
6.0729999999999995,"Java, React",Design,UI/UX Designer,25,Male,Vizag,12th,EEE,Working Professional,"Communication, Teamwork, Leadership","Marathi, Hindi","GCP, AWS",Office,Technical,Internship at XYZ,,Teamwork,Yes
8.605,Python,Management,Business Manager,26,Other,Pune,MBA,CSE,Student,Problem Solving,Marathi,,Field Work,Social,Startup Experience,Employee of the Month,Data Analysis,No
9.174,JavaScript,Management,Business Manager,26,Other,Delhi,B.Tech,Civil,Student,"Leadership, Communication",Kannada,GCP,Field Work,Technical,Part-time Job,Employee of the Month,Problem Solving,No
9.506,"HTML/CSS, React",Software Development,Software Engineer,29,Other,Pune,12th,Mechanical,Student,"Creativity, Time Management, Problem Solving","Kannada, Telugu",,Hybrid,Social,,Top Performer,Teamwork,Yes
5.377000000000001,"Python, SQL",AI/ML,AI Researcher,20,Female,Amalapuram,B.Sc,IT,Graduate,"Communication, Teamwork",Tamil,GCP,Remote,Social,,Employee of the Month,Data Analysis,Yes
7.518000000000001,"React, HTML/CSS, C++",Data Science,Data Analyst,27,Female,Mumbai,10th,IT,Graduate,Leadership,Hindi,Full Stack Development,Hybrid,Social,,Employee of the Month,Problem Solving,No
6.0649999999999995,"Python, SQL, JavaScript",Marketing,Marketing Executive,19,Female,Chennai,10th,BBA,Student,"Problem Solving, Communication, Leadership","Hindi, English","Full Stack Development, Azure",Hybrid,Analytical,Startup Experience,Top Performer,Programming,No
9.333,Data Analysis,Cybersecurity,Security Engineer,20,Female,Bangalore,12th,BBA,Student,"Leadership, Teamwork, Time Management","Tamil, Marathi",Python,Field Work,Creative,Freelance Project,Top Performer,Problem Solving,Yes
6.109,"Python, React, Data Analysis",Cybersecurity,Ethical Hacker,23,Male,Delhi,MBA,Commerce,Working Professional,"Problem Solving, Communication","Marathi, Telugu",Data Science,Remote,Creative,Freelance Project,Awarded Best Project,Project Management,No
7.368,Node.js,AI/ML,AI Researcher,27,Other,Chennai,12th,IT,Student,"Creativity, Teamwork, Communication","Tamil, Hindi","AWS, Data Science",Field Work,Social,Freelance Project,Top Performer,Teamwork,No
6.65,"HTML/CSS, Node.js",Design,UI/UX Designer,27,Male,Amalapuram,B.Tech,ECE,Student,"Creativity, Communication, Teamwork","Kannada, Marathi","Machine Learning, GCP",Remote,Creative,Freelance Project,Awarded Best Project,Leadership,No
6.702,"Python, C++",Data Science,Data Scientist,30,Other,Bangalore,M.Tech,Mechanical,Student,Problem Solving,Marathi,"Python, Azure",Hybrid,Analytical,Internship at XYZ,Awarded Best Project,Leadership,Yes
8.128,React,Marketing,Digital Marketing Specialist,24,Other,Hyderabad,10th,ECE,Working Professional,"Problem Solving, Teamwork","English, Kannada","GCP, Python",Office,Creative,Internship at XYZ,Employee of the Month,Data Analysis,No
9.065999999999999,"Data Analysis, JavaScript, Python",AI/ML,AI Researcher,24,Male,Vizag,10th,BBA,Student,"Teamwork, Communication","Telugu, Tamil",,Field Work,Technical,Freelance Project,Hackathon Winner,Project Management,No
5.397,"Python, C++, SQL",AI/ML,Machine Learning Engineer,18,Female,Mumbai,M.Tech,Commerce,Graduate,"Leadership, Time Management",English,,Remote,Social,,Hackathon Winner,Project Management,No
9.623999999999999,"React, Java",Marketing,Marketing Executive,30,Other,Vizag,10th,Commerce,Working Professional,"Leadership, Creativity","English, Hindi",,Office,Social,,Published Paper,Project Management,Yes
6.266,"Data Analysis, C++, Python",Data Science,Data Analyst,25,Other,Pune,M.Tech,BBA,Working Professional,"Leadership, Communication, Creativity","Kannada, Telugu",,Office,Social,Freelance Project,Awarded Best Project,Data Analysis,No
7.164,"HTML/CSS, Data Analysis",Marketing,Marketing Executive,30,Female,Bangalore,B.Tech,Mechanical,Working Professional,"Creativity, Problem Solving",Telugu,Full Stack Development,Remote,Analytical,Research Assistant,Top Performer,Programming,Yes
5.372,"HTML/CSS, C++, Java",Software Development,Full Stack Developer,20,Other,Hyderabad,MCA,BBA,Graduate,"Problem Solving, Teamwork, Time Management",English,"Azure, AWS",Hybrid,Analytical,Freelance Project,Hackathon Winner,Problem Solving,No
6.1259999999999994,"C++, JavaScript, Java",AI/ML,Deep Learning Engineer,24,Other,Amalapuram,M.Tech,EEE,Graduate,"Teamwork, Communication",Marathi,"Azure, GCP",Hybrid,Social,Research Assistant,Employee of the Month,Programming,No
7.478,"C++, Node.js, Data Analysis",Cybersecurity,Cybersecurity Analyst,22,Female,Mumbai,M.Sc,IT,Working Professional,Time Management,Kannada,AWS,Office,Technical,,Published Paper,Programming,No
5.590999999999999,"JavaScript, Data Analysis, Python",Marketing,Marketing Executive,27,Male,Amalapuram,12th,Mechanical,Graduate,"Time Management, Communication, Leadership",Kannada,Data Science,Hybrid,Social,Startup Experience,Employee of the Month,Leadership,Yes
6.308,"Java, React",Cybersecurity,Cybersecurity Analyst,29,Male,Mumbai,B.Sc,EEE,Working Professional,"Problem Solving, Creativity",Telugu,AWS,Remote,Technical,Startup Experience,Published Paper,Data Analysis,Yes
8.704,"HTML/CSS, Python, JavaScript",Management,Business Manager,23,Female,Bangalore,10th,EEE,Working Professional,"Leadership, Creativity","Kannada, Hindi","AWS, Data Science",Field Work,Creative,Freelance Project,Published Paper,Data Analysis,No
9.494,C++,Design,Graphic Designer,27,Male,Vizag,M.Tech,Civil,Student,Leadership,"Telugu, Kannada","Python, Data Science",Field Work,Technical,Internship at XYZ,Hackathon Winner,Data Analysis,Yes
7.95,"Python, C++, Node.js",Data Science,Data Scientist,23,Male,Hyderabad,B.Tech,IT,Student,Time Management,"Marathi, Tamil","Python, Data Science",Remote,Analytical,,,Programming,No
5.64,C++,Data Science,Data Scientist,25,Female,Pune,M.Tech,CSE,Student,Creativity,English,,Remote,Analytical,Freelance Project,Published Paper,Project Management,No
5.04,JavaScript,Design,UI/UX Designer,27,Female,Amalapuram,MCA,Commerce,Student,Communication,Tamil,"Azure, AWS",Remote,Creative,Startup Experience,Awarded Best Project,Problem Solving,No
8.859,React,Cybersecurity,Ethical Hacker,20,Female,Vizag,12th,Civil,Graduate,"Leadership, Problem Solving","Kannada, Telugu",,Remote,Social,Part-time Job,Hackathon Winner,Teamwork,Yes
7.365,Python,Management,Business Manager,28,Male,Pune,10th,EEE,Student,"Time Management, Creativity",Tamil,"AWS, GCP",Hybrid,Technical,,Published Paper,Programming,Yes
8.722,"HTML/CSS, Node.js",Management,Project Manager,30,Female,Amalapuram,MBA,EEE,Graduate,"Leadership, Time Management","Kannada, Hindi","Python, AWS",Remote,Social,Freelance Project,Awarded Best Project,Teamwork,Yes
8.074,"HTML/CSS, Java, React",Marketing,SEO Analyst,23,Other,Amalapuram,12th,CSE,Student,"Leadership, Problem Solving","Hindi, Tamil",,Office,Technical,Startup Experience,Published Paper,Teamwork,Yes
6.569,"Python, Node.js, Java",Marketing,Marketing Executive,24,Other,Bangalore,MBA,BBA,Working Professional,"Creativity, Teamwork, Communication","Kannada, Hindi",,Field Work,Technical,Research Assistant,Awarded Best Project,Programming,No
5.1049999999999995,"SQL, Node.js",Cybersecurity,Cybersecurity Analyst,27,Other,Delhi,12th,Commerce,Working Professional,"Leadership, Problem Solving, Creativity","Tamil, Hindi",,Remote,Analytical,Freelance Project,Top Performer,Data Analysis,Yes
8.637,SQL,Cybersecurity,Cybersecurity Analyst,23,Male,Mumbai,M.Tech,ECE,Working Professional,"Time Management, Creativity, Communication","Hindi, Telugu","Data Science, Full Stack Development",Hybrid,Technical,Part-time Job,Awarded Best Project,Programming,No
5.628,"Java, React",Cybersecurity,Cybersecurity Analyst,19,Female,Chennai,M.Sc,EEE,Working Professional,"Teamwork, Leadership, Communication","Hindi, Marathi",Azure,Field Work,Technical,Part-time Job,Awarded Best Project,Teamwork,Yes
